"source_system","source_path","target_path","classification","confidence","reason","target_conflict","current_indexable","evidence_date"
"supabase-legacy-route","/intl/es-ES/p215-mens-cotton-pajama-set","/intl/es-ES/p216-mens-cotton-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p216-mens-flannel-pajama-set","/intl/es-ES/p217-mens-flannel-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p217-mens-satin-pajama-set","/intl/es-ES/p218-mens-satin-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p218-mens-silk-pajama-set","/intl/es-ES/p219-mens-silk-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p219-mens-night-suit","/intl/es-ES/p220-mens-night-suit","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p220-mens-sleep-t-shirt","/intl/es-ES/p221-mens-sleep-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p221-mens-sleep-pants","/intl/es-ES/p222-mens-sleep-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p222-mens-lounge-set","/intl/es-ES/p223-mens-lounge-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p223-mens-sleep-robe","/intl/es-ES/p224-mens-sleep-robe","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p224-mens-thermal-sleep-set","/intl/es-ES/p225-mens-thermal-sleep-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p225-womens-cotton-pajama-set","/intl/es-ES/p226-womens-cotton-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p226-womens-satin-pajama-set","/intl/es-ES/p227-womens-satin-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p227-womens-silk-pajama-set","/intl/es-ES/p228-womens-silk-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p228-womens-flannel-pajama-set","/intl/es-ES/p229-womens-flannel-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p229-womens-modal-pajama-set","/intl/es-ES/p230-womens-modal-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p230-womens-nightgown","/intl/es-ES/p231-womens-nightgown","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p231-womens-sleep-shirt","/intl/es-ES/p232-womens-sleep-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p232-womens-oversized-sleep-t-shirt","/intl/es-ES/p233-womens-oversized-sleep-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p233-womens-camisole-short-set","/intl/es-ES/p234-womens-camisole-short-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p234-womens-long-lounge-set","/intl/es-ES/p235-womens-long-lounge-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p235-womens-satin-robe","/intl/es-ES/p236-womens-satin-robe","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p236-womens-plush-robe","/intl/es-ES/p237-womens-plush-robe","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p237-womens-lace-trim-night-dress","/intl/es-ES/p238-womens-lace-trim-night-dress","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p238-womens-button-down-sleep-set","/intl/es-ES/p239-womens-button-down-sleep-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p239-womens-thermal-sleep-set","/intl/es-ES/p240-womens-thermal-sleep-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p240-boys-pajama-set","/intl/es-ES/p241-boys-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p241-girls-pajama-set","/intl/es-ES/p242-girls-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p242-kids-printed-pajama-set","/intl/es-ES/p243-kids-printed-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p243-kids-flannel-pajama-set","/intl/es-ES/p244-kids-flannel-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p244-kids-fleece-sleep-set","/intl/es-ES/p245-kids-fleece-sleep-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p245-kids-onesie","/intl/es-ES/p246-kids-onesie","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p246-kids-sleep-robe","/intl/es-ES/p247-kids-sleep-robe","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p247-kids-thermal-sleep-set","/intl/es-ES/p248-kids-thermal-sleep-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p248-hotel-bathrobe","/intl/es-ES/p249-hotel-bathrobe","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p249-spa-robe","/intl/es-ES/p250-spa-robe","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p250-waffle-robe","/intl/es-ES/p251-waffle-robe","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p251-luxury-guest-sleepwear-set","/intl/es-ES/p252-luxury-guest-sleepwear-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p252-hospitality-slipper-set","/intl/es-ES/p253-hospitality-slipper-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p253-hotel-pajama-set","/intl/es-ES/p254-hotel-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/es-ES/p254-resort-lounge-set","/intl/es-ES/p255-resort-lounge-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p135-oversized-t-shirt","/intl/fr-FR/p136-oversized-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p136-heavyweight-t-shirt","/intl/fr-FR/p137-heavyweight-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p137-long-sleeve-t-shirt","/intl/fr-FR/p138-long-sleeve-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p138-graphic-t-shirt","/intl/fr-FR/p139-graphic-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p139-oversized-pullover-hoodie","/intl/fr-FR/p140-oversized-pullover-hoodie","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p140-premium-zip-hoodie","/intl/fr-FR/p141-premium-zip-hoodie","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p141-cropped-hoodie","/intl/fr-FR/p142-cropped-hoodie","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p142-heavyweight-sweatshirt","/intl/fr-FR/p143-heavyweight-sweatshirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p143-crewneck-sweatshirt","/intl/fr-FR/p144-crewneck-sweatshirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p144-premium-polo-shirt","/intl/fr-FR/p145-streetwear-premium-polo-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p145-streetwear-shirt","/intl/fr-FR/p146-streetwear-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p146-overshirt","/intl/fr-FR/p147-overshirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p147-varsity-jacket","/intl/fr-FR/p148-varsity-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p148-coach-jacket","/intl/fr-FR/p149-coach-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p149-streetwear-bomber-jacket","/intl/fr-FR/p150-streetwear-bomber-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p150-puffer-jacket","/intl/fr-FR/p151-puffer-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p151-windbreaker-jacket","/intl/fr-FR/p152-windbreaker-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p152-utility-jacket","/intl/fr-FR/p153-utility-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p153-sherpa-jacket","/intl/fr-FR/p154-sherpa-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p154-technical-shell-jacket","/intl/fr-FR/p155-technical-shell-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p155-cargo-pants","/intl/fr-FR/p156-cargo-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p156-parachute-pants","/intl/fr-FR/p157-parachute-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p157-jogger-pants","/intl/fr-FR/p158-jogger-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p158-sweatpants","/intl/fr-FR/p159-sweatpants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p159-wide-leg-pants","/intl/fr-FR/p160-wide-leg-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p160-cargo-shorts","/intl/fr-FR/p161-cargo-shorts","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p161-sweat-shorts","/intl/fr-FR/p162-sweat-shorts","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p162-tech-fleece-tracksuit","/intl/fr-FR/p163-tech-fleece-tracksuit","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p163-track-pants","/intl/fr-FR/p164-track-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p164-utility-shorts","/intl/fr-FR/p165-utility-shorts","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p165-oversized-hoodie-jogger-set","/intl/fr-FR/p166-oversized-hoodie-jogger-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p166-zip-hoodie-jogger-set","/intl/fr-FR/p167-zip-hoodie-jogger-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p167-sweatshirt-jogger-set","/intl/fr-FR/p168-sweatshirt-jogger-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p168-streetwear-tracksuit","/intl/fr-FR/p169-streetwear-tracksuit","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p169-cargo-tracksuit","/intl/fr-FR/p170-cargo-tracksuit","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p170-techwear-set","/intl/fr-FR/p171-techwear-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p171-summer-t-shirt-shorts-set","/intl/fr-FR/p172-summer-t-shirt-shorts-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p172-womens-oversized-t-shirt","/intl/fr-FR/p173-womens-oversized-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p173-womens-cropped-t-shirt","/intl/fr-FR/p174-womens-cropped-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p174-womens-oversized-hoodie","/intl/fr-FR/p175-womens-oversized-hoodie","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p175-womens-cargo-pants","/intl/fr-FR/p176-womens-cargo-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p176-womens-parachute-pants","/intl/fr-FR/p177-womens-parachute-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p177-womens-cropped-hoodie","/intl/fr-FR/p178-womens-cropped-hoodie","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p178-womens-cargo-shorts","/intl/fr-FR/p179-womens-cargo-shorts","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p179-womens-streetwear-tracksuit","/intl/fr-FR/p180-womens-streetwear-tracksuit","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p180-casual-button-up-shirt","/intl/fr-FR/p181-casual-button-up-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p181-essential-crewneck-t-shirt","/intl/fr-FR/p182-essential-crewneck-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p182-essential-v-neck-t-shirt","/intl/fr-FR/p183-essential-v-neck-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p183-henley-short-sleeve-shirt","/intl/fr-FR/p184-henley-short-sleeve-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p184-henley-long-sleeve-shirt","/intl/fr-FR/p185-henley-long-sleeve-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p185-premium-polo-shirt","/intl/fr-FR/p186-mens-premium-polo-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p186-cotton-chino-shorts","/intl/fr-FR/p187-cotton-chino-shorts","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p187-casual-chino-pants","/intl/fr-FR/p188-casual-chino-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p188-lounge-shorts","/intl/fr-FR/p189-lounge-shorts","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p189-casual-jogger","/intl/fr-FR/p190-casual-jogger","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p190-womens-relaxed-t-shirt","/intl/fr-FR/p191-womens-relaxed-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p191-womens-long-sleeve-top","/intl/fr-FR/p192-womens-long-sleeve-top","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p192-womens-casual-blouse","/intl/fr-FR/p193-womens-casual-blouse","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p193-womens-polo-shirt","/intl/fr-FR/p194-womens-polo-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p194-womens-lounge-pants","/intl/fr-FR/p195-womens-lounge-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p195-womens-lounge-shorts","/intl/fr-FR/p196-womens-lounge-shorts","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p196-womens-casual-jogger","/intl/fr-FR/p197-womens-casual-jogger","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p197-womens-relaxed-set","/intl/fr-FR/p198-womens-relaxed-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p198-womens-lightwear-cardigan","/intl/fr-FR/p199-womens-lightwear-cardigan","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p199-womens-casual-zip-jacket","/intl/fr-FR/p200-womens-casual-zip-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p200-unisex-crewneck-t-shirt","/intl/fr-FR/p201-unisex-crewneck-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p201-unisex-pullover-sweatshirt","/intl/fr-FR/p202-unisex-pullover-sweatshirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p202-unisex-zip-sweatshirt","/intl/fr-FR/p203-unisex-zip-sweatshirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p203-unisex-lightweight-hoodie","/intl/fr-FR/p204-unisex-lightweight-hoodie","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p204-unisex-lounge-set","/intl/fr-FR/p205-unisex-lounge-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p205-unisex-fleece-jacket","/intl/fr-FR/p206-unisex-fleece-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p206-unisex-casual-tracksuit","/intl/fr-FR/p207-unisex-casual-tracksuit","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p207-unisex-oversized-t-shirt","/intl/fr-FR/p208-unisex-oversized-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p208-kids-basic-t-shirt","/intl/fr-FR/p209-kids-basic-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p209-kids-polo-shirt","/intl/fr-FR/p210-kids-polo-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p210-kids-hoodie","/intl/fr-FR/p211-kids-hoodie","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p211-kids-sweatshirt","/intl/fr-FR/p212-kids-sweatshirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p212-kids-jogger","/intl/fr-FR/p213-kids-jogger","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p213-kids-lounge-set","/intl/fr-FR/p214-kids-lounge-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p214-kids-casual-tracksuit","/intl/fr-FR/p215-kids-casual-tracksuit","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p215-mens-cotton-pajama-set","/intl/fr-FR/p216-mens-cotton-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p216-mens-flannel-pajama-set","/intl/fr-FR/p217-mens-flannel-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p217-mens-satin-pajama-set","/intl/fr-FR/p218-mens-satin-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p218-mens-silk-pajama-set","/intl/fr-FR/p219-mens-silk-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p219-mens-night-suit","/intl/fr-FR/p220-mens-night-suit","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p220-mens-sleep-t-shirt","/intl/fr-FR/p221-mens-sleep-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p221-mens-sleep-pants","/intl/fr-FR/p222-mens-sleep-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p222-mens-lounge-set","/intl/fr-FR/p223-mens-lounge-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p223-mens-sleep-robe","/intl/fr-FR/p224-mens-sleep-robe","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p224-mens-thermal-sleep-set","/intl/fr-FR/p225-mens-thermal-sleep-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p225-womens-cotton-pajama-set","/intl/fr-FR/p226-womens-cotton-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p226-womens-satin-pajama-set","/intl/fr-FR/p227-womens-satin-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p227-womens-silk-pajama-set","/intl/fr-FR/p228-womens-silk-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p228-womens-flannel-pajama-set","/intl/fr-FR/p229-womens-flannel-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p229-womens-modal-pajama-set","/intl/fr-FR/p230-womens-modal-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p230-womens-nightgown","/intl/fr-FR/p231-womens-nightgown","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p231-womens-sleep-shirt","/intl/fr-FR/p232-womens-sleep-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p232-womens-oversized-sleep-t-shirt","/intl/fr-FR/p233-womens-oversized-sleep-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p233-womens-camisole-short-set","/intl/fr-FR/p234-womens-camisole-short-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p234-womens-long-lounge-set","/intl/fr-FR/p235-womens-long-lounge-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p235-womens-satin-robe","/intl/fr-FR/p236-womens-satin-robe","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p236-womens-plush-robe","/intl/fr-FR/p237-womens-plush-robe","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p237-womens-lace-trim-night-dress","/intl/fr-FR/p238-womens-lace-trim-night-dress","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p238-womens-button-down-sleep-set","/intl/fr-FR/p239-womens-button-down-sleep-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p239-womens-thermal-sleep-set","/intl/fr-FR/p240-womens-thermal-sleep-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p240-boys-pajama-set","/intl/fr-FR/p241-boys-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p241-girls-pajama-set","/intl/fr-FR/p242-girls-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p242-kids-printed-pajama-set","/intl/fr-FR/p243-kids-printed-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p243-kids-flannel-pajama-set","/intl/fr-FR/p244-kids-flannel-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
